"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
1681,"San Marcos","San Diego","California","NC","Neighborhood Commercial","Commercial","Neighborhood Commercial",False,False,False,True,False
1344,"Ferris","Ellis","Texas","PD-3","PLANNED DEVELOPMENT DISTRICT","Planned",NULL,NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","R","Retail","Commercial","Retail Commercial",NULL,NULL,NULL,NULL,NULL
179,"El Paso","El Paso","Texas","SRR","Special Residential Revitalization District","Mixed","Mixed Use",True,True,True,True,False
1547,"Laguna Niguel","Orange","California","CO","Office Commercial","Commercial","Office",True,False,False,True,False
3247,"Wildomar","Riverside","California","M-SC","Manufacturing Service Commercial","Commercial","Special Commercial",True,False,False,True,False
2697,"Hemet","Riverside","California","C-1","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,False,False,True,False
1545,"Cypress","Orange","California","PC-2","Cypress Corporate Center","Commercial","Core Commercial",True,False,False,True,False
813,"Yorba Linda","Orange","California","OSR","Open Space Ranchette","Special","Special",True,False,False,True,False
127,"Santa Ana","Orange","California","SD91","Specific Development 91","Special","Special",False,False,False,False,False
4610,"Terrell",NULL,"Texas","SF-6","Single Family Residential 6","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
3247,"Wildomar","Riverside","California","R-A","Residential Agricultural","Mixed","Mixed Use",True,False,False,True,False
3247,"Wildomar","Riverside","California","R-A-0.5","Residential Agricultural","Mixed","Mixed Use",True,False,False,True,False
1645,"Frisco","Collin","Texas","C-2","Commercial 2","Commercial","General Commercial",False,False,False,True,False
3247,"Wildomar","Riverside","California","S-P","Specific Plan","Special","Special",True,False,True,True,False
1654,"Chula Vista","San Diego","California","PC13MU/RM1","Mixed Use Residential","Mixed","Mixed Use",False,False,False,True,False
3247,"Wildomar","Riverside","California","C-1/C-P","General Commercial","Commercial","General Commercial",True,False,False,True,False
3247,"Wildomar","Riverside","California","C-O","Commercial Office","Commercial","Office",False,False,False,True,False
3247,"Wildomar","Riverside","California","I-P","Industrial Park","Industrial","Light Industrial",True,False,False,True,False
2628,"Parkland","Broward","Florida","RM-8","Multi Family Low Medium Density Residential District","Residential","Multi Family",True,True,True,True,False
3247,"Wildomar","Riverside","California","R-1","Residential One Family Dwelling","Residential","Single Family",True,False,False,True,False
3247,"Wildomar","Riverside","California","R-1-18000","Residential One Family Dwelling","Residential","Single Family",True,False,False,True,False
3247,"Wildomar","Riverside","California","R-3","General Residential","Residential","Single Family",True,True,True,True,False
3736,"Atlantis","Palm Beach","Florida","R1","Single Family Residential","Residential","Single Family",True,False,False,False,False
3247,"Wildomar","Riverside","California","R-5","Open Area Combining Zone Residential Developments","Special","Special",False,False,False,True,False
2957,"Elk Grove","Sacramento","California","VCMU","Village Center Mixed Use","Mixed","Mixed Use",True,False,False,True,True
208,"Austin","Travis","Texas","MF-1-NP","Multifamily Residence Limited Density","Residential","Multi Family",True,True,True,True,False
4611,"Vinton",NULL,"Texas","RP-1","Planned Residential","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1846,"Plano","Collin","Texas","CB-1","Central Business 1","Commercial","General Commercial",False,False,False,True,False
1539,"Aliso Viejo","Orange","California","BP-1","Business Park 1","Commercial","Special Commercial",True,False,False,True,False
1539,"Aliso Viejo","Orange","California","CT","Town Center Commercial","Commercial","Core Commercial",True,False,False,True,False
1539,"Aliso Viejo","Orange","California","RM","Residential Medium Density","Residential","Multi Family",True,False,True,True,False
1539,"Aliso Viejo","Orange","California","RVH","Residential Very High Density","Residential","Multi Family",True,False,True,True,False
3326,"La Quinta","Riverside","California","CC","Community Commercial","Commercial","Retail Commercial",True,False,True,True,False
1539,"Aliso Viejo","Orange","California","SP-1","Specific Plan: Vantis","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2528,"Little Elm","Denton","Texas","SF1","Single Family 1","Residential","Single Family",True,False,False,True,False
3326,"La Quinta","Riverside","California","RL","Low Density Residential","Residential","Single Family",True,True,True,True,False
2696,"Berkeley","Alameda","California","R-3","Multiple Family Residential","Residential","Multi Family",True,True,True,True,True
3326,"La Quinta","Riverside","California","CR","Regional Commercial","Commercial","Retail Commercial",True,False,True,True,False
4364,"Manvel","Brazoria","Texas","HMU","Highway Mixed Use","Mixed","Mixed Use",True,False,False,True,False
3326,"La Quinta","Riverside","California","CN","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,False,True,True,False
1743,"Amarillo","Potter","Texas","R-3","Residential District 3","Residential","Single Family",True,False,False,True,False
1743,"Amarillo","Potter","Texas","O-1","Office District 1","Commercial","Office",True,True,True,True,False
3078,"Terrell Hills","Bexar","Texas","C","Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
3326,"La Quinta","Riverside","California","CP","Commercial Park","Commercial","Special Commercial",True,False,True,True,False
3326,"La Quinta","Riverside","California","CT","Tourist Commercial","Commercial","Special Commercial",True,False,True,True,False
3326,"La Quinta","Riverside","California","MC","Major Community Facilities","Commercial","Retail Commercial",True,False,False,True,False
3326,"La Quinta","Riverside","California","RMH","Medium High Density Residential","Residential","Two Family",True,True,True,True,False
208,"Austin","Travis","Texas","CH-CO","Commercial Highway Services","Commercial","Special Commercial",True,False,True,True,False
2481,"Grandview","Johnson","Texas","C-1","Commercial District","Commercial",NULL,NULL,NULL,NULL,True,NULL
2482,"Bridgeport","Wise","Texas","R1","Residential","Residential",NULL,NULL,NULL,NULL,NULL,NULL
76,"Azusa","Los Angeles","California","RM","Residential Medium","Residential","Single Family",True,False,False,True,False
2547,"Van Alstyne","Grayson","Texas","C1","COMMERCIAL DISTRICT","Commercial",NULL,NULL,NULL,NULL,True,NULL
208,"Austin","Travis","Texas","CS-1-MU-H-NP","General Commercial Services","Commercial","General Commercial",True,False,False,True,False
211,"Dallas","Dallas","Texas","MU-1","Mixed Use","Mixed","Mixed Use",True,True,True,True,False
2549,"Westworth Village","Tarrant","Texas","SF-R-2","Single Family Redevelopment","Residential",NULL,True,NULL,NULL,NULL,NULL
2550,"Willow Park","Parker","Texas","LR","LOCAL RETAIL","Commercial",NULL,NULL,NULL,NULL,True,NULL
2550,"Willow Park","Parker","Texas","R-1","SINGLE FAMILY RESIDENTIAL","Residential",NULL,True,NULL,NULL,NULL,NULL
2550,"Willow Park","Parker","Texas","LI","LIGHT INDUSTRIAL","Industrial",NULL,NULL,NULL,NULL,NULL,NULL
2948,"Bakersfield","Kern","California","PCD","Planned Commercial Development","Planned","Planned",False,False,False,True,False
2708,"Redding","Shasta","California","PF-PD","Public Facility Planned Development Overlay District","Overlay","Overlay",True,False,False,True,False
2492,"Fate","Rockwall","Texas","IND","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL,NULL
2788,"Tyler","Smith","Texas","PMF","Planned Multi Family District","Planned","Planned",True,True,True,True,False
1846,"Plano","Collin","Texas","CC","Corridor Commercial","Commercial","Special Commercial",False,False,False,True,False
2714,"Corpus Christi","Nueces","Texas","ON","Office","Commercial","Office",True,False,False,True,False
1906,"Nevada County Unincorporated","Nevada","California","AE-30","Agricultural Exclusive","Agricultural",NULL,NULL,NULL,NULL,NULL,NULL
4412,"Center Hill","Sumter","Florida","RR1C","High Density Rural Residential With Conventional Housing","Residential","Single Family",True,False,False,True,False
202,"San Antonio","Bexar","Texas","R-4-CD","Single Family Residential Conditional Use District","Residential","Single Family",True,False,False,True,True
4266,"Mont Belvieu","Liberty","Texas","FC","Freeway Commercial","Commercial","Special Commercial",False,False,True,True,False
2667,"Apple Valley","San Bernardino","California","P-F","Public Facilities","Special","Special",False,False,False,True,False
2567,"Aubrey","Denton","Texas","AG-R","Agriculture Residential","Mixed","Mixed Use",True,False,False,True,False
1687,"Hutto","Williamson","Texas","B-2","General Commercial","Commercial",NULL,True,False,False,True,False
190,"Sacramento","Sacramento","California","MRD","Manufacturing Research And Development","Special","Special",True,False,False,True,False
201,"Fort Worth","Tarrant","Texas","FR","General Commercial Restricted","Commercial","General Commercial",True,False,False,True,True
1646,"Mckinney","Collin","Texas","RS-120","Single Family Residence 12000 Square Feet Per Lot","Residential","Single Family",True,False,False,True,False
122,"Anaheim","Orange","California","SP-88-1","Sycamore Canyon Specific Plan","Special","Special",False,False,False,True,False
2972,"Moreno Valley","Riverside","California","R1-12000","Residential 1 Dwelling Unit On Minimum 12 Thousand Square Feet Lot","Residential","Single Family",True,False,False,True,False
3420,"Shasta County Unincorporated","Shasta","California","R-R-T-NRA-S","Rural Residential","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1846,"Plano","Collin","Texas","MF-3","Multifamily Residence 3","Residential","Multi Family",True,True,True,True,False
1846,"Plano","Collin","Texas","UR","Urban Residential","Residential","Single Family",True,False,False,True,False
202,"San Antonio","Bexar","Texas","RM-6-S","Residential Mixed Special Use District","Mixed","Mixed Use",True,True,False,True,True
2842,"Longview","Gregg","Texas","NS","Neighborhood Service","Commercial","Neighborhood Commercial",True,True,True,True,False
4418,"Webster","Sumter","Florida","ID","Industrial","Industrial","Industrial",True,False,False,True,False
3622,"Quincy","Gadsden","Florida","C-1","Commercial General","Commercial",NULL,NULL,NULL,NULL,True,NULL
122,"Anaheim","Orange","California","RM-4","Multiple Family Residential","Residential","Multi Family",True,False,True,True,True
512,"Huntington Beach","Orange","California","CO","Commercial Office","Commercial","Office",True,False,False,True,False
4417,"Sumter County Unincorporated","Polk","Florida","R4C","Medium Density Residential With Conventional Housing","Residential","Multi Family",True,True,True,True,False
4367,"Panama City Beach","Bay","Florida","CL","Commercial Low Intensity","Commercial","General Commercial",True,True,True,True,False
217,"San Diego","San Diego","California","CUPD-CT-5-4","CUPD-CT-5-4","Planned",NULL,True,False,True,True,False
1347,"Grapevine","Tarrant","Texas","R-20","Single Family District","Residential","Single Family",True,False,False,True,False
201,"Fort Worth","Tarrant","Texas","H","Central Business","Commercial","Core Commercial",True,False,True,True,True
190,"Sacramento","Sacramento","California","R-3","Multi Unit Dwelling","Residential","Multi Family",True,True,True,True,False
1906,"Nevada County Unincorporated","Nevada","California","BP","Business Park","Commercial",NULL,NULL,NULL,NULL,True,NULL
4447,"Petaluma","Sonoma","California","MU1A","Mixed Use 1A","Mixed","Mixed Use",True,False,True,True,False
1367,"Rowlett","Dallas","Texas","M-1","Light Manufacturing","Industrial","Light Industrial",False,False,False,True,False
1367,"Rowlett","Dallas","Texas","MF-U","Multi Family Attached Residential Urban","Residential","Multi Family",True,False,True,True,False
2842,"Longview","Gregg","Texas","PD33","Planned Development","Planned","Planned",True,True,True,True,False
1683,"Cedar Park","Williamson","Texas","H","Hospital","Special","Special",False,False,False,True,False
201,"Fort Worth","Tarrant","Texas","NS-T5N","Near Southside Near Southside Urban Center Neighborhood","Mixed","Mixed Use",True,False,True,True,True
82,"Rosemead","Los Angeles","California","CBD/RC-MUDO","Central Business Residential Commercial Mixed Use Development Overlay","Overlay","Overlay",False,False,False,True,False
82,"Rosemead","Los Angeles","California","M-1","Light Manufacturing","Industrial","Light Industrial",False,False,False,True,False
82,"Rosemead","Los Angeles","California","P","Parking","Special","Special",False,False,False,True,False
125,"Irvine","Orange","California","8.1","Trails And Transit Oriented Development","Special","Special",True,False,False,True,False
82,"Rosemead","Los Angeles","California","P-O/D-O","Professional Office Design Overlay","Overlay","Overlay",False,False,False,True,False
82,"Rosemead","Los Angeles","California","O-S","Open Space","Special","Special",False,False,False,True,False
82,"Rosemead","Los Angeles","California","CBD/D-O","Central Business Design Overlay","Overlay","Overlay",False,False,False,True,False
4610,"Terrell",NULL,"Texas","C","Commercial","Commercial","General Commercial",NULL,NULL,NULL,NULL,NULL
190,"Sacramento","Sacramento","California","C-4","Heavy Commercial","Commercial","Special Commercial",True,True,False,True,False
1750,"Lee County Unincorporated","Lee","Florida","RM-10","Residential Multiple Family","Residential","Multi Family",True,True,True,True,False
82,"Rosemead","Los Angeles","California","R-1","Single Family Residential","Residential","Single Family",True,False,False,True,False
4610,"Terrell",NULL,"Texas","AG","Agricultural","Agriculture","Agriculture",NULL,NULL,NULL,NULL,NULL
82,"Rosemead","Los Angeles","California","R-3/FCMU","Medium Multiple Residential Freeway Corridor Mixed Use","Mixed","Mixed Use",True,True,True,True,False
231,"Malibu","Los Angeles","California","CG","Commercial General","Commercial","General Commercial",True,False,False,True,False
1357,"Wylie","Collin","Texas","MH","Manufactured Housing District","Residential","Single Family",True,False,False,True,False
99,"El Segundo","Los Angeles","California","C-2","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,False,False,True,False
2708,"Redding","Shasta","California","RC","Regional Commercial","Commercial","Neighborhood Commercial",True,False,True,True,False
2890,"San Angelo","Tom Green","Texas","RS-3","Zero Lot Line Twinhome Residence","Residential","Single Family",True,False,False,True,True
150,"Tampa","Hillsborough","Florida","CBD-2","Central Business District","Commercial","Core Commercial",NULL,NULL,NULL,NULL,NULL
2848,"Odessa","Ector","Texas","PD-CC","Planned Development Community Center","Planned","Planned",True,True,True,True,False
1541,"Stanton","Orange","California","SW","Solid Waste Transfer Zone","Special","Special",False,False,False,True,False
1750,"Lee County Unincorporated","Lee","Florida","CN-1","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,False,True,True,False
1546,"Dana Point","Orange","California","P/R","Professional Residential","Mixed","Mixed Use",True,False,True,True,False
1620,"Los Angeles County Unincorporated","Los Angeles","California","C-3","General Commercial","Commercial","General Commercial",True,True,True,True,False
92,"Agoura Hills","Los Angeles","California","CRS-FC","Commercial Retail Service Freeway Corridor","Commercial","Retail Commercial",True,False,True,True,False
622,"Edgewater","Volusia","Florida","RT","Rural Transitional","Special","Special",True,False,False,True,False
58,"Burbank","Los Angeles","California","MDC-3","Media District General Business","Commercial","General Commercial",True,False,False,True,False
1620,"Los Angeles County Unincorporated","Los Angeles","California","R-4","Medium Density Multiple Residence","Residential","Multi Family",True,True,True,True,False
512,"Huntington Beach","Orange","California","CV-CZ","Commercial Visitor Coastal Overlay Zone","Overlay","Overlay",True,False,True,True,False
190,"Sacramento","Sacramento","California","M-2","Heavy Industrial","Industrial","Industrial",True,False,False,True,False
337,"Labelle","Hendry","Florida","B-2","Business General","Commercial","General Commercial",True,False,False,True,False
190,"Sacramento","Sacramento","California","R-2A","Multi Unit Dwelling","Residential","Multi Family",True,True,True,True,False
190,"Sacramento","Sacramento","California","R-5","High Rise Residential","Residential","Multi Family",True,True,True,True,False
2879,"Woodland","Yolo","California","N-P","Neighborhood Preservation","Special","Special",True,True,True,True,False
4283,"Alachua County Unincorporated","Putnam","Florida","R-1A","Residential Single Family","Residential","Single Family",True,False,False,True,False
1750,"Lee County Unincorporated","Lee","Florida","AG-3","Agricultural","Agriculture","Agriculture",True,False,True,True,False
4285,"Hawthorne","Putnam","Florida","CIW","Commercial Intensive And Warehousing","Commercial","Special Commercial",True,False,False,True,False
4283,"Alachua County Unincorporated","Putnam","Florida","HM","Hospital And Medical","Special","Special",True,False,False,True,False
122,"Anaheim","Orange","California","SP-92-1","Disneyland Resort Specific Plan","Special","Special",False,False,False,True,False
125,"Irvine","Orange","California","3.1G","Multi Use","Special","Special",True,False,False,True,False
150,"Tampa","Hillsborough","Florida","RM-16","Residential Multi Family","Residential","Multi Family",NULL,NULL,NULL,NULL,NULL
1743,"Amarillo","Potter","Texas","GR/S","General Retail And Specific Use Permits","Commercial","Retail Commercial",True,True,True,True,False
1358,"Garland","Dallas","Texas","PD-LC","Planned Development Light Commercial District","Planned","Planned",False,False,False,True,False
3248,"Marathon","Monroe","Florida","C-OI","Conservation Off Shore Island","Special","Special",True,False,False,True,False
201,"Fort Worth","Tarrant","Texas","O-1","Floodplain","Special","Special",False,False,False,True,False
2890,"San Angelo","Tom Green","Texas","RM-1","Low Rise Multi Family Residence","Residential","Multi Family",False,False,True,True,True
4124,"Cocoa","Brevard","Florida","C-W","Wholesale Commercial","Commercial","Retail Commercial",False,False,False,True,False
3559,"Watauga","Tarrant","Texas","SF-A","Single Family Attached","Residential",NULL,True,NULL,NULL,NULL,NULL
2948,"Bakersfield","Kern","California","R-2/PUD","Limited Multiple Family Dwelling 1 Unit Per 2500 Square Feet Minimum Lot Area Planned Unit Development","Planned","Planned",True,False,True,True,False
2668,"Chino Hills","San Bernardino","California","RM-3","Very High Density Residential","Residential","Single Family",True,True,True,True,False
2528,"Little Elm","Denton","Texas","HC","Heavy Commercial","Commercial","General Commercial",True,False,False,True,False
2528,"Little Elm","Denton","Texas","A1","Single Family","Residential","Single Family",True,False,False,True,False
2733,"Harlingen","Cameron","Texas","O","Office","Commercial",NULL,NULL,NULL,NULL,True,NULL
2528,"Little Elm","Denton","Texas","SF4","Single Family 4","Residential","Single Family",True,False,False,True,False
3303,"Banning","Riverside","California","PO","Professional Office","Commercial","Office",True,False,False,True,False
2554,"Highland","San Bernardino","California","PD","Planned Development","Planned","Planned",True,False,False,True,False
2863,"Port Arthur","Jefferson","Texas","CR","Commercial Retail","Commercial","Retail Commercial",True,False,True,True,False
3084,"Frostproof","Polk","Florida","R-1B","Single Family Low Density","Residential",NULL,True,NULL,NULL,NULL,NULL
1646,"Mckinney","Collin","Texas","RD-30","Duplex Residence","Residential","Two Family",True,True,False,True,False
2740,"Lakeland","Polk","Florida","RB-1","Two Family","Residential","Two Family",True,True,False,True,False
1933,"Napa","Napa","California","MP-G1","Gasser Master Plan South River Place","Special","Special",True,False,True,True,False
1933,"Napa","Napa","California","MP-G2","Gasser Master Plan Creekside","Special","Special",True,False,True,True,False
2876,"Porterville","Tulare","California","IG","General Industrial","Industrial","Industrial",False,False,False,True,False
1079,"Southlake","Tarrant","Texas","B1","Business Service Park","Commercial",NULL,NULL,NULL,NULL,True,NULL
1933,"Napa","Napa","California","RS-7","Single Family Residential Minimum Lot Size 7000 Square Feet","Residential","Single Family",True,False,True,True,False
1906,"Nevada County Unincorporated","Nevada","California","C1-SP-SC","Neighborhood Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
1369,"Carrollton","Denton","Texas","LC","Light Commercial District","Commercial","General Commercial",True,False,False,True,False
1645,"Frisco","Collin","Texas","2F","Two Family Residential","Residential","Two family",False,True,False,True,False
1369,"Carrollton","Denton","Texas","LI","Light Industrial District","Industrial","Light Industrial",True,False,False,True,False
1685,"New Braunfels","Comal","Texas","B-1","Conventional And Mobile Home District","Residential","Multi Family",True,True,True,True,False
1547,"Laguna Niguel","Orange","California","CN-MC","Neighborhood Commercial Managed Care Overlay","Overlay","Overlay",True,False,False,True,False
3084,"Frostproof","Polk","Florida","P","Public","Special","Special",NULL,NULL,NULL,NULL,NULL
4435,"Celina",NULL,"Texas","C","Commercial Office Retail","Commercial","Retail Commercial",True,False,False,True,False
1906,"Nevada County Unincorporated","Nevada","California","CH-RC","Highway Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
4287,"La Crosse","Alachua","Florida","A","Agricultural","Agricultural","Agriculture",True,False,False,True,False
48,"Newport Beach","Orange","California","PF","Public Facilities","Special","Special",True,False,False,True,False
1750,"Lee County Unincorporated","Lee","Florida","CC","Community Commercial","Commercial","General Commercial",False,False,False,True,False
4283,"Alachua County Unincorporated","Putnam","Florida","BP","Business And Professional","Commercial","Special Commercial",True,False,False,True,False
1544,"Rancho Santa Margarita","Orange","California","RH","Residential High Density","Residential","Multi Family",True,False,True,True,False
125,"Irvine","Orange","California","5.4A","General Industrial","Industrial","Light Industrial",True,False,False,True,False
48,"Newport Beach","Orange","California","R-BI","Two Unit Residential Balboa Island","Residential","Two Family",True,True,False,True,False
1547,"Laguna Niguel","Orange","California","RS-3","Single Family 3","Residential","Single Family",True,False,False,True,False
1645,"Frisco","Collin","Texas","C-1","Commercial 1","Commercial","General Commercial",False,False,False,True,False
661,"Palm Desert","Riverside","California","OS","Open Space District","Special","Special",False,False,False,True,False
217,"San Diego","San Diego","California","IH-1-1","IH-1-1 Industrial Heavy","Industrial",NULL,False,False,False,True,False
1645,"Frisco","Collin","Texas","MH","Manufactured Home","Residential","Single Family",True,False,True,True,False
2838,"Delano","Kern","California","R-2","Light Multiple Family Residential","Residential",NULL,True,False,True,True,False
4289,"Newberry","Levy","Florida","CN","Commercial Neighborhood","Commercial","Neighborhood Commercial",True,False,False,True,False
1718,"Gainesville","Alachua","Florida","AGR","Agricultural","Agricultural","Agriculture",True,False,False,True,False
150,"Tampa","Hillsborough","Florida","CBD-1","Central Business District","Commercial","Core Commercial",NULL,NULL,NULL,NULL,NULL
1538,"Buena Park","Orange","California","ML","Light Industrial","Industrial","Light Industrial",False,False,False,True,False
150,"Tampa","Hillsborough","Florida","CD-1","Channel District","Special","Special",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","CD-3","Channel District","Special","Special",NULL,NULL,NULL,NULL,NULL
1538,"Buena Park","Orange","California","OS","Open Space","Special","Special",False,False,False,True,False
4283,"Alachua County Unincorporated","Putnam","Florida","R-2","Residential Multi Family","Residential","Multi Family",True,False,True,True,False
150,"Tampa","Hillsborough","Florida","CI","Commercial Intensive","Commercial","Special Commercial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","IG","Industrial General","Industrial","Light Industrial",NULL,NULL,NULL,NULL,NULL
4283,"Alachua County Unincorporated","Putnam","Florida","BW","Wholesale And Warehousing","Commercial","General Commercial",False,False,False,True,False
150,"Tampa","Hillsborough","Florida","IH","Industrial Heavy","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","RM-18","Residential Multi Family","Residential","Multi Family",NULL,NULL,NULL,NULL,NULL
4283,"Alachua County Unincorporated","Putnam","Florida","RE-1","Residential Single Family Estate","Residential","Single Family",True,False,False,True,False
4283,"Alachua County Unincorporated","Putnam","Florida","BA-1","Automotive Oriented Business","Commercial","Special Commercial",False,False,False,True,False
150,"Tampa","Hillsborough","Florida","M-AP-2","Airport Compatibility District","Special","Special",NULL,NULL,NULL,NULL,NULL
4286,"High Springs","Columbia","Florida","IND","Industrial Commercial","Mixed","Mixed Use",True,False,True,True,False
1694,"Boerne","Kendall","Texas","RMO-2","RMO-2","Residential",NULL,NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","M-AP-4","Airport Compatibility District","Special","Special",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","NMU-35","Neighborhood Mixed Use 35","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","OP-1","Office Professional","Commercial","Office",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","PD","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","RO","Residential Office","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","PD-A","Planned Development Alternative","Planned","Planned",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","RM-12","Residential Multi Family","Residential","Multi Family",NULL,NULL,NULL,NULL,NULL
3617,"Lake Wales","Polk","Florida","C-4","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,False,False,True,False
150,"Tampa","Hillsborough","Florida","RM-35","Residential Multi Family","Residential","Multi Family",NULL,NULL,NULL,NULL,NULL
2994,"Oceanside","San Diego","California","C1","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,False,False,True,False
2593,"Wildwood","Sumter","Florida","AG-10","Agricultural 10","Agriculture","Agriculture",True,False,False,True,False
4610,"Terrell",NULL,"Texas","NS","Neighborhood Service","Commercial","Neighborhood Commercial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","RO-1","Residential Office","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","RS-100","Residential Single Family","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
2524,"Kemp","Kaufman","Texas","MF","Multi-Family District","Residential",NULL,NULL,NULL,True,NULL,NULL
150,"Tampa","Hillsborough","Florida","RS-60","Residential Single Family","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","RS-75","Residential Single Family","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","SH-CI","Seminole Heights Commercial Intensive","Commercial","Special Commercial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","SH-CN","Seminole Heights Commercial Neighborhood","Commercial","Neighborhood Commercial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","SH-PD","Seminole Heights Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
4609,"Pleak",NULL,"Texas","R-1","Residential","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","CBD","Central Business District","Commercial","Core Commercial",NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","D","Downtown","Commercial","Core Commercial",NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","EE","Executive Estate","Special","Special",NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","O","Office","Commercial","Office",NULL,NULL,NULL,NULL,NULL
1533,"Santa Cruz Unincorporated","Santa Cruz","California","R-1-20-L","Single-Family Residential","Residential",NULL,True,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","HC","Highway Corridor","Special","Special",NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","LI","Light Industrial","Industrial","Light Industrial",NULL,NULL,NULL,NULL,NULL
4610,"Terrell",NULL,"Texas","MF","Multifamily Residential Apartments","Residential","Multi Family",NULL,NULL,NULL,NULL,NULL
1645,"Frisco","Collin","Texas","O-2","Office 2","Commercial","Office",False,False,False,True,False
4610,"Terrell",NULL,"Texas","SF-7.5","Single Family Residential 7.5","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","SH-RO","Seminole Heights Residential Office","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","SH-RS","Seminole Heights Residential Single Family","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","YC-1","Ybor City Central Commercial Core","Commercial","Core Commercial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","YC-4","Ybor City Mixed Use Redevelopment","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","YC-5","Ybor City General Commercial","Commercial","General Commercial",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","YC-6","Ybor City Community Commercial","Commercial","Retail Commercial",NULL,NULL,NULL,NULL,NULL
1546,"Dana Point","Orange","California","RMF-30","Residential Multiple Family 30 Dwelling Units Per Acre","Residential","Multi Family",True,True,True,True,False
150,"Tampa","Hillsborough","Florida","YC-7","Ybor City Mixed Use","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
150,"Tampa","Hillsborough","Florida","YC-9","Ybor City Site Plan Controlled","Special","Special",NULL,NULL,NULL,NULL,NULL
816,"La Habra","Orange","California","C-P/MX","Commercial Professional Mixed Use Overlay","Overlay","Overlay",False,False,False,True,False
1742,"Allen","Collin","Texas","R-6","Single Family Residential","Residential","Single Family",True,False,False,True,False
816,"La Habra","Orange","California","SP-1/MX","La Habra Boulevard Specific Plan Mixed Use Overlay","Overlay","Overlay",True,False,False,True,False
3327,"Seal Beach","Orange","California","RG","Recreation Golf","Special","Special",True,False,True,True,False
47,"Los Angeles","Los Angeles","California","LAX","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
