"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
660,"Milpitas","Santa Clara","California","R1-4","Single Family","Residential","Single Family",True,False,False,True,True
189,"Oakland","Alameda","California","RU-3/S-7/S-12","Urban Residential 3 Preservation Combining And Residential Parking Combining Zone","Special","Special",NULL,NULL,NULL,NULL,NULL
1500,"Fremont","Alameda","California","P-2003-154","Planned District","Planned","Planned",False,False,False,True,False
2657,"San Ramon","Contra Costa","California","RS-10","Single Family Residential","Residential","Single Family",True,False,False,True,True
338,"Leesburg","Lake","Florida","PUD","Planned Unit Development","Planned","Planned",True,True,True,True,True
1520,"San Carlos","San Mateo","California","IL","Light Industrial","Industrial","Light Industrial",False,False,False,True,False
488,"Holiday","Pasco","Florida","R4","R-4 High Density Residential","Residential",NULL,True,False,False,True,False
250,"Signal Hill","Los Angeles","California","RH","Residential High Density","Residential","Multi Family",True,True,True,True,False
409,"Miami Beach","Miami-Dade","Florida","TC-2","Norht Beach Town Center Mixed Use","Mixed","Mixed Use",False,False,True,True,False
2988,"San Bernardino","San Bernardino","California","CG-1","Commercial General 1","Commercial","General Commercial",True,False,False,True,False
2994,"Oceanside","San Diego","California","CC-SP","Community Commercial Scenic Park Overlay","Overlay","Overlay",False,False,False,True,False
2666,"Fairfield","Solano","California","HR","Residential Medium Downtown","Mixed","Mixed Use",True,True,True,True,False
2657,"San Ramon","Contra Costa","California","P","Parks And Recreation","Special","Special",False,False,False,True,False
189,"Oakland","Alameda","California","RM-3/C","Mixed Housing Type Residential 3 Residential Commercial Combining Zone","Mixed","Mixed",NULL,NULL,NULL,True,NULL
2720,"Chino","San Bernardino","California","RD 14","Residential","Residential",NULL,NULL,NULL,NULL,NULL,NULL
83,"Culver City","Los Angeles","California","CRB","Commercial Regional Business Park","Commercial","Neighborhood Commercial",False,False,False,True,False
3793,"Monterey","Monterey","California","C-1","Commercial 1","Commercial",NULL,True,False,True,True,False
1530,"East Palo Alto","San Mateo","California","R-HD-3","Multiple Family High Density Residential Zone","Residential","Multi Family",True,True,True,True,False
202,"San Antonio","Bexar","Texas","C-2-PUD","Commercial Planned Unit Development","Planned","Planned",True,True,True,True,True
113,"West Hollywood","Los Angeles","California","PDCSP-DA","Pacific Design Center Specific Plan Development Agreement Overlay","Overlay","Overlay",True,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","RM-DL13.75-AO","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
4190,"Clearlake","Lake","California","MDR","Medium Density Residential","Residential","Multi Family",True,True,True,True,False
79,"Glendora","Los Angeles","California","E-3","Single Family Estate","Residential","Single Family",True,False,False,True,False
78,"Cerritos","Los Angeles","California","RS-5000","Single Family Residential Minimum Lot Size 5000 Square Feet","Residential","Single Family",True,False,False,True,False
617,"Daytona Beach","Volusia","Florida","AP","Airport","Special","Special",NULL,NULL,NULL,NULL,NULL
4190,"Clearlake","Lake","California","GC","General Commercial","Commercial","General Commercial",True,True,True,True,False
2631,"Plantation","Broward","Florida","PRD-15.7Q","Planned Residential Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2631,"Plantation","Broward","Florida","PRD-4Q","Planned Residential Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1511,"Newark","Alameda","California","PK","Park","Special","Special",False,False,False,True,False
2646,"Southwest Ranches","Broward","Florida","M","Manufacturing And Industrial","Industrial","Light Industrial",True,False,False,True,False
4049,"Howey In The Hills","Lake","Florida","CON","Conservation","Special","Special",False,False,False,True,False
2688,"Aventura","Miami-Dade","Florida","ROS","Recreation/Open Space District","Special","Special",False,False,False,True,False
1681,"San Marcos","San Diego","California","I/MU-1","Industrial Mixed Use 1","Mixed","Mixed Use",False,False,False,True,False
411,"South Miami","Miami-Dade","Florida","RT-6","Townhouse Residential","Residential","Multi Family",True,True,True,True,False
2770,"Santa Maria","Santa Barbara","California","R-3","High Density Residential","Residential","Single Family",True,False,False,True,False
1512,"Novato","Marin","California","R1-7.5","Low Density Residential","Residential","Single Family",True,False,False,True,False
218,"Santa Clara","Santa Clara","California","CN","Neighborhood Commercial","Commercial","Neighborhood Commercial",False,False,False,True,False
3982,"Oakley","Contra Costa","California","M-H","Mobile Home","Residential","Single Family",True,False,False,True,False
1534,"Marin County Unincorporated","Marin","California","RMP-5.8","Residential Multiple Planned","Planned","Planned",True,True,True,True,False
1358,"Garland","Dallas","Texas","MF-1","Multifamily District","Residential","Multi Family",True,True,True,True,False
92,"Agoura Hills","Los Angeles","California","RH-(25)-FC","High Density Residential Freeway Corridor","Residential","Multi Family",True,False,True,True,False
51,"Glendale","Los Angeles","California","R1R-I","Restricted Residential Far District I","Residential","Single Family",True,False,False,True,False
1679,"Poway","San Diego","California","PRD-1","Planned Residential Development 1 - Bridalwood","Planned",NULL,NULL,NULL,NULL,NULL,NULL
51,"Glendale","Los Angeles","California","R-3050","Moderate Density Residential","Residential","Multi Family",NULL,NULL,True,NULL,NULL
111,"South Pasadena","Los Angeles","California","OS","Open Space","Special","Special",False,False,False,True,False
2420,"Lago Vista","Travis","Texas","PDD","PLANNED DEV. DISTRICT","Planned",NULL,NULL,NULL,NULL,NULL,NULL
115,"Bell Gardens","Los Angeles","California","R2","Low Density Multiple Residential","Residential","Multi Family",True,True,True,True,False
3293,"Dixon","Solano","California","CS-PD","Service Commercial Planned Development","Planned",NULL,NULL,NULL,NULL,True,NULL
1908,"Placer County Unincorporated","Placer","California","CPD-Ds-AO","COM","Special","Special",NULL,NULL,NULL,NULL,NULL
185,"Orlando","Orange","Florida","MU-1/W/RP","Mixed Use Districts","Mixed","Mixed Use",True,True,True,True,False
3871,"Collier County Unincorporated","Collier","Florida","C-2-RLSAO","Commercial Convenience Rural Lands Stewardship Area District","Overlay","Overlay",True,False,False,True,False
2994,"Oceanside","San Diego","California","RM-A","Medium Density Residential 6 To 9.9 Units Per Acre","Residential","Multi Family",True,False,True,True,False
3582,"Tool","Henderson","Texas","PD","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
264,"Long Beach","Los Angeles","California","CCN","Community Medium Density Multiple Residential Commercial","Mixed","Mixed Use",True,True,True,True,False
3293,"Dixon","Solano","California","RM-4-PD","Multi Family Residential Planned Development","Planned",NULL,NULL,NULL,True,NULL,NULL
1534,"Marin County Unincorporated","Marin","California","RE-B3","Residential Estate","Residential","Single Family",True,False,False,True,False
1654,"Chula Vista","San Diego","California","PC4OS7","Park And Open Space","Special","Special",False,False,False,True,False
2848,"Odessa","Ector","Texas","R-SD","Retail District Surface Drainage","Commercial","Retail Commercial",True,True,True,True,False
250,"Signal Hill","Los Angeles","California","RLM-2","Residential Low Medium 2","Residential","Two Family",True,True,False,True,False
80,"La Puente","Los Angeles","California","RE","Residential Estate","Residential","Single Family",True,False,False,True,False
654,"Boca Raton","Palm Beach","Florida","R4","Multi Family Residential District","Residential","Multi Family",True,False,True,True,False
4013,"Everglades","Collier","Florida","NZMP","Not Zoned Mandatory Preservation","Special","Special",NULL,NULL,NULL,NULL,NULL
1516,"Redwood City","San Mateo","California","GI","General Industrial","Industrial","Industrial",False,False,False,True,False
3605,"Davenport","Polk","Florida","RE-2","Single Family Residential","Residential","Single Family",True,False,True,True,True
2687,"Jurupa Valley","Riverside","California","R-1-80","One Family Dwellings","Residential","Single Family",True,False,False,True,False
336,"Hollywood","Broward","Florida","TC-1","Transitional Core","Special","Special",True,False,True,True,False
1670,"Escondido","San Diego","California","RE-40/RA-5","Residential Estate And Residential Agriculture","Mixed","Mixed Use",True,False,False,True,False
1500,"Fremont","Alameda","California","P-65-8","Planned District","Planned","Planned",False,False,False,True,False
1361,"Key Biscayne","Miami-Dade","Florida","IR","Island Residential","Residential","Single Family",True,False,False,False,False
277,"Pomona","Los Angeles","California","R-1-7200","Single Family Residential Minimum Lot Size 7200 Square Feet","Residential","Single Family",True,False,False,True,False
3987,"Martinez","Contra Costa","California","ECD-C-I","Environmental Conservation District Controlled Industrial","Mixed","Mixed Use",True,False,True,True,False
1701,"Universal City","Bexar","Texas","R3","Medium Density Residential","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1701,"Universal City","Bexar","Texas","R-OT","Old Town Residential","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1533,"Santa Cruz Unincorporated","Santa Cruz","California","C-2-MH","Community Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
1533,"Santa Cruz Unincorporated","Santa Cruz","California","R-1-6-L","Single-Family Residential","Residential",NULL,True,NULL,NULL,NULL,NULL
1705,"Schertz","Guadalupe","Texas","GH","Garden Home (Zero Lot Line)","Special","Special",NULL,NULL,NULL,NULL,NULL
1733,"Edinburg","Hidalgo","Texas","IG","Industrial General","Industrial","Industrial",True,False,False,True,False
2019,"Kenneth City","Pinellas","Florida","RM-15","Residential Multifamily District","Residential","Multi Family",True,True,True,True,False
211,"Dallas","Dallas","Texas","PD-347","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2024,"Gulfport","Pinellas","Florida","P","Public","Special","Special",False,False,False,True,False
64,"Bellflower","Los Angeles","California","C-G","General Commercial","Commercial","General Commercial",False,False,False,True,False
2352,"Salinas","Monterey","California","PS","Public Semipublic","Special","Special",True,True,True,True,False
208,"Austin","Travis","Texas","MF-2-H-NCCD-NP","Multifamily Residence Limited Density","Residential","Multi Family",True,True,True,True,False
2383,"Roseville","Placer","California","P/QP","Public Quasi Public","Special","Special",True,False,False,True,False
2584,"Florida City","Miami-Dade","Florida","RS-4","Residential Single Family","Residential","Single Family",True,False,False,True,False
2584,"Florida City","Miami-Dade","Florida","C-1","Neighborhood Commercial","Commercial","Neighborhood Commercial",False,False,False,True,False
2609,"Winter Garden","Orange","Florida","R-3","Multi Family Residential District","Residential","Multi Family",True,False,True,True,False
2671,"Ventura","Ventura","California","R-1-B","Single Family Beach","Residential","Single Family",True,False,False,True,False
2674,"West Park","Broward","Florida","TOC-3","Transit Oriented Corridor","Special","Special",True,False,True,True,False
249,"Sierra Madre","Los Angeles","California","C/CP","Civic And City Park","Special","Special",NULL,NULL,NULL,NULL,NULL
1908,"Placer County Unincorporated","Placer","California","RF-B-X-MR 40 AC. MIN.","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
4026,"Palm Bay","Brevard","Florida","SR","Suburban Residential","Residential","Single Family",True,NULL,NULL,NULL,NULL
218,"Santa Clara","Santa Clara","California","PD-MC","Planned Development Master Community","Planned","Planned",False,False,False,False,False
3983,"Citrus County Unincorporated","Citrus","Florida","RVP","Recreational Vehicle Park","Special","Special",NULL,NULL,NULL,NULL,NULL
1670,"Escondido","San Diego","California","R-2-11","Light Multiple Residential","Residential","Multi Family",True,True,True,True,False
3963,"Palatka","Putnam","Florida","M-1","Light Industrial","Industrial","Light Industrial",True,False,False,True,False
88,"La Mirada","Los Angeles","California","M2","Industrial","Industrial","Industrial",True,False,False,True,False
1534,"Marin County Unincorporated","Marin","California","RSP-1.5","Residential Single Family Planned","Planned","Planned",True,False,False,True,False
56,"Torrance","Los Angeles","California","ML","Limited Manufacturing","Industrial","Industrial",False,False,False,True,False
1742,"Allen","Collin","Texas","R-7","Single Family Residential","Residential","Single Family",True,True,False,True,False
2770,"Santa Maria","Santa Barbara","California","PD/M-2","Planned Development Heavy Manufacturing","Planned","Planned",True,False,False,True,False
2594,"Mascotte","Lake","Florida","CC","Community Commercial","Commercial","Retail Commercial",False,False,False,True,False
3978,"Suwannee County Unincorporated","Suwannee","Florida","CN-3","Commercial Neighborhood","Commercial","Neighborhood Commercial",True,False,False,True,False
359,"Sunnyvale","Santa Clara","California","DSP-8a","Downtown Specific Plan 8a","Special","Special",True,False,True,True,False
4112,"Polk County Unincorporated","Polk","Florida","TC","Town Center","Mixed","Mixed Use",False,False,False,True,False
2708,"Redding","Shasta","California","GC-VR-SP","General Commercial Visitor Retail Specific Plan Overlay District","Overlay","Overlay",True,False,True,True,False
1704,"Manor","Travis","Texas","NB","Neighborhood Business","Commercial",NULL,False,False,False,True,False
3556,"Aledo","Parker","Texas","PD MH","Planned Development Manufactured Home","Planned",NULL,NULL,NULL,NULL,NULL,NULL
89,"Beverly Hills","Los Angeles","California","R-4X1","Residential Income And Multiple Dwelling","Residential","Multi Family",True,False,True,False,False
2917,"Bryan","Brazos","Texas","IC-RD","Innovation Corridor Research And Development","Special","Special",NULL,NULL,NULL,NULL,NULL
295,"Palo Alto","Santa Clara","California","PC-3872","Planned Community District","Planned","Planned",False,False,False,False,False
3022,"Grass Valley","Nevada","California","NC-Flex","Neighborhood Center Flex","Commercial",NULL,NULL,NULL,NULL,True,NULL
202,"San Antonio","Bexar","Texas","O-1-CD","Office Conditional Use District","Commercial","Office",False,False,False,True,True
3642,"Baker County Unincorporated","Baker","Florida","HI","Heavy Industrial","Industrial","Industrial",False,False,False,True,False
3623,"Satellite Beach","Brevard","Florida","R2","Single Family Residential","Residential","Single Family",True,False,False,True,False
3972,"Indian River County Unincorporated","Indian River","Florida","RM-6","Multiple Family Residential","Residential","Multi Family",True,True,True,True,False
411,"South Miami","Miami-Dade","Florida","R","Religious","Special","Special",False,False,False,True,False
3641,"Pinellas County Unincorporated","Pinellas","Florida","P-C","Preservation/Conservation District","Special","Special",False,False,False,True,False
3977,"Sarasota County Unincorporated","Sarasota","Florida","RSF-3/CTOD","Residential Single Family 3 Commercial Transition Overlay District","Overlay","Overlay",True,False,False,True,False
1516,"Redwood City","San Mateo","California","RH-15","Residential Hillside 15","Residential","Single Family",True,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-4115","Planned Unit Development Multiple Family","Planned","Planned",False,False,False,False,False
296,"Mountain View","Santa Clara","California","P","Planned Community Precise Plan","Planned","Planned",False,False,False,False,False
211,"Dallas","Dallas","Texas","PD-624","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3987,"Martinez","Contra Costa","California","SC","Service Commercial","Commercial","General Commercial",False,False,False,True,False
4065,"Houston","Harris","Texas","NZ","No Zoning","Special","Special",NULL,NULL,NULL,NULL,NULL
3871,"Collier County Unincorporated","Collier","Florida","E-ACSC/ST","Estates Big Cypress Area of Critical State Concern Special Treatment","Overlay","Overlay",True,False,False,True,False
3644,"Baldwin","Duval","Florida","ML","Medium Low Density Residential","Residential","Single Family",True,False,True,True,False
3871,"Collier County Unincorporated","Collier","Florida","RMF-6/GH","Residential Multiple Family District 6 GH","Residential","Multi Family",True,True,True,True,False
3987,"Martinez","Contra Costa","California","C","Commercial","Commercial","General Commercial",NULL,NULL,NULL,True,NULL
3937,"Charlotte County Unincorporated","Charlotte","Florida","PD","Planned Development","Planned","Planned",True,False,False,True,False
2027,"Oldsmar","Pinellas","Florida","RPD","Residential Planned Development District","Planned","Planned",True,False,True,True,False
208,"Austin","Travis","Texas","SF-3-HD-NP","Single Family Residence","Residential","Single Family",True,True,False,True,False
1734,"Davie","Broward","Florida","RS","Recreation/Open Space District","Special","Special",False,False,False,True,False
3255,"Rockwall","Rockwall","Texas","PD-62","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
295,"Palo Alto","Santa Clara","California","CN-(L)-(GF/P)","Neighborhood Commercial Landscape Ground Floor And Pedestrian Shopping","Commercial","Neighborhood Commercial",True,False,True,True,False
3420,"Shasta County Unincorporated","Shasta","California","OS-BA-264","Open Space","Special","Special",NULL,NULL,NULL,NULL,NULL
335,"Fort Lauderdale","Broward","Florida","X-P","Exclusive Use Parking Lot ","Special","Special",False,False,False,True,False
2622,"Cutler Bay","Miami-Dade","Florida","NC-1","Neighborhood Center 1","Commercial","Neighborhood Commercial",False,False,True,True,False
2383,"Roseville","Placer","California","LDR-0.6","Low Density Residential 0.6 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
3623,"Satellite Beach","Brevard","Florida","R5","Single Family Residential","Residential","Single Family",True,False,False,True,False
1906,"Nevada County Unincorporated","Nevada","California","AG-40-PD","General Agricultural","Agricultural",NULL,NULL,NULL,NULL,NULL,NULL
1617,"Willis","Montgomery","Texas","Manufactured Home Park District","MH Manufactured Home Park District","Residential","Special",False,False,False,True,False
1516,"Redwood City","San Mateo","California","MULW","Mixed Use Live Work","Mixed","Mixed Use",True,True,True,True,False
211,"Dallas","Dallas","Texas","PD-698","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
189,"Oakland","Alameda","California","CN-3/S-7","Neighborhood Commercial 3 Preservation Combining Zone","Commercial","Neighborhood Commercial",NULL,NULL,NULL,True,NULL
1922,"Scotts Valley","Santa Cruz","California","C-S","Service 45% max.bldg.coverage.35'ht.limit","Special","Special",NULL,NULL,NULL,NULL,NULL
3967,"Holmes Beach","Manatee","Florida","R1-AA","Single Family Residential","Residential","Single Family",True,False,False,True,False
1532,"Contra Costa Unincoporated","Contra Costa","California","U","Unrestricted","Special","Special",NULL,NULL,NULL,NULL,NULL
3037,"Fort Pierce","St. Lucie","Florida","I-1","Light Industrial","Industrial","Light Industrial",True,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","RA-B-100-SP-MR","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2383,"Roseville","Placer","California","HDR-16","High Density Residential 16 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
1906,"Nevada County Unincorporated","Nevada","California","R3-SP","High Density Residential","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2718,"Rocklin","Placer","California","PD-6","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
336,"Hollywood","Broward","Florida","ND-3","North Downtown High Intensity Mixed-use District","Special","Special",True,False,True,True,False
1500,"Fremont","Alameda","California","P-81-15GG","Planned Glenmoor Gardens District","Planned","Planned",False,False,False,True,False
657,"North Miami Beach","Miami-Dade","Florida","RD","Residential Two-Family (Duplex) District","Residential","Two Family",True,True,False,True,False
1906,"Nevada County Unincorporated","Nevada","California","AG-30-SC","General Agricultural","Agricultural",NULL,NULL,NULL,NULL,NULL,NULL
4129,"Volusia County Unincorporated","Volusia","Florida","B-4(5)A","General Commercial","Commercial","General Commercial",True,False,False,True,False
632,"South Daytona","Volusia","Florida","BHC","Business Heavy Commercial","Commercial","Special Commercial",True,False,False,True,False
2514,"Colleyville","Tarrant","Texas","R-10","Single Family Residential (10000 sq. ft min)","Residential",NULL,True,NULL,NULL,NULL,NULL
2959,"Santa Rosa","Sonoma","California","MH","Mobile Home Park","Residential","Single Family",True,False,False,True,False
2848,"Odessa","Ector","Texas","PD-4","Planned Development District","Planned","Planned",True,True,True,True,False
108,"San Fernando","Los Angeles","California","R-3","Multiple Family","Residential","Multi Family",True,True,True,True,False
87,"Bell","Los Angeles","California","M","Manufacturing","Industrial","Industrial",False,False,False,True,False
3558,"Keene","Johnson","Texas","C-2","Commercial 2","Commercial",NULL,NULL,NULL,NULL,True,NULL
77,"Baldwin Park","Los Angeles","California","P","Park","Special","Special",NULL,NULL,NULL,NULL,NULL
3658,"Osceola County Unincorporated","Osceola","Florida","UCP","Urban Center Perimeter","Commercial","Core Commercial",True,False,True,True,False
808,"Hayward","Alameda","California","CC-R","Central City Residential","Mixed","Mixed use",True,False,True,True,False
295,"Palo Alto","Santa Clara","California","CC","Community Commercial","Commercial","Neighborhood Commercial",True,False,True,True,False
2383,"Roseville","Placer","California","LDR-0.3","Low Density Residential 0.3 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
815,"Fullerton","Orange","California","M-P-100","Manufacturing Park 100000 Square Feet Minimum Lot Size","Industrial","Industrial",True,False,False,True,False
815,"Fullerton","Orange","California","R-1-8","One Family Residential 8000 Square Feet Minimum Lot Size","Residential","Single Family",True,False,False,True,True
217,"San Diego","San Diego","California","RM-4-10","RM-4-10 Residential Multiple Unit","Residential",NULL,True,False,True,True,False
1762,"Pompano Beach","Broward","Florida","RS-L","Single Family Residential Leisureville","Residential","Single Family",True,False,False,True,False
189,"Oakland","Alameda","California","R-80","High Rise Apartment Residential","Residential","Special",True,True,True,True,False
2848,"Odessa","Ector","Texas","SF-3","Single Family Residence District 3","Residential","Single Family",True,False,False,True,False
2842,"Longview","Gregg","Texas","PD13-10","Planned Development","Planned","Planned",True,True,True,True,False
1620,"Los Angeles County Unincorporated","Los Angeles","California","RPD-1-4U","Residential Planned Development","Planned","Planned",True,False,False,True,False
2017,"North Redington Beach","Pinellas","Florida","CT","Commercial Tourist District","Commercial","Special Commercial",True,False,False,True,False
3971,"Putnam County Unincorporated","Putnam","Florida","P-2","Public Use Heavy","Special","Special",False,False,False,True,False
2383,"Roseville","Placer","California","LDR-1.5","Low Density Residential 1.5 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
2734,"Weston","Broward","Florida","O-1","Office","Commercial","Special Commercial",True,False,False,True,False
2734,"Weston","Broward","Florida","AE","Agricultural Estates","Residential","Single Family",True,False,False,True,False
4190,"Clearlake","Lake","California","MUX","Mixed Use","Mixed","Mixed Use",True,True,True,True,False
2718,"Rocklin","Placer","California","C-1","Neighborhood Commercial","Commercial","Neighborhood Commercial",False,False,False,True,False
4020,"Midland","Midland","Texas","SF-3","Single Family Dwelling District","Residential","Single Family",True,False,False,True,False
1500,"Fremont","Alameda","California","P-2015-122","Planned District","Planned","Planned",False,False,False,True,False
2027,"Oldsmar","Pinellas","Florida","REC","Recreation/Open Space District","Special","Special",False,False,False,True,False
3871,"Collier County Unincorporated","Collier","Florida","RMF-6-SBCO","Residential Multiple Family 6 Santa Barbara Commercial Overlay District","Overlay","Overlay",True,True,True,True,False
2740,"Lakeland","Polk","Florida","PUD-3537-D","Planned Unit Development Single Family","Planned","Planned",True,False,False,False,False
2721,"Citrus Heights","Sacramento","California","BP","Business And Professional Office","Commercial","Office",True,False,False,True,False
1516,"Redwood City","San Mateo","California","RH","Residential Hillside","Residential","Single Family",True,False,False,True,False
1495,"Danville","Contra Costa","California","P-1(R-20)","Planned Unit Single Family Residential District","Planned","Planned",True,False,False,False,False
3420,"Shasta County Unincorporated","Shasta","California","EA","Exclusive Agricultural","Agricultural",NULL,NULL,NULL,NULL,NULL,NULL
2624,"Manalapan","Palm Beach","Florida","R1-B","Residential Low Density Single Family","Residential","Single Family",True,False,False,True,False
1903,"Sarasota","Sarasota","Florida","DTN","Downtown Neighborhood District","Mixed","Mixed Use",True,True,True,True,False
1523,"San Rafael","Marin","California","PD(1909)-WO","Planned Development District Wetland Overlay","Overlay","Overlay",True,True,True,True,False
1500,"Fremont","Alameda","California","P-98-9","Planned District","Planned","Planned",False,False,False,True,False
1653,"Largo","Pinellas","Florida","WBD-CRD","West Bay Drive Community Redevelopment District","Mixed","Mixed Use",True,True,True,True,False
250,"Signal Hill","Los Angeles","California","SP-9","Bixby Ridge Specific Plan","Special","Special",False,False,False,False,False
3976,"Martin County Unincorporated","Martin","Florida","R-1A","Single Family Residential District","Residential","Single Family",True,False,False,True,False
1494,"Corte Madera","Marin","California","R-3","High Density Multiple Dwelling","Residential","Multi Family",True,False,True,True,False
105,"Manhattan Beach","Los Angeles","California","RS-D3","Single Family Residential Gaslamp Neighborhood Design","Residential","Single Family",True,False,False,True,False
2686,"Hesperia","San Bernardino","California","OC","Office Commercial","Commercial","Office",NULL,NULL,NULL,True,NULL
1498,"Fairfax","Marin","California","O-A","Open Area","Special","Special",False,False,False,True,False
4089,"Bartow","Polk","Florida","R-3","Multiple Family Residential","Residential","Multi Family",True,True,True,True,False
3610,"Golf","Palm Beach","Florida","WC","Workplace Commercial","Commercial","Core Commercial",False,False,False,True,False
3990,"Orchid","Indian River","Florida","SFRS","Single Family Residential Standard","Residential","Single Family",True,False,False,True,False
88,"La Mirada","Los Angeles","California","PUD","Planned Unit Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2281,"Oxnard","Ventura","California","RC","Coastal Recreation","Special","Special",True,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-5909","Planned Unit Development Single Family","Planned","Planned",True,False,False,False,False
1495,"Danville","Contra Costa","California","P-1","Planned Unit District","Planned","Planned",True,False,False,False,False
1682,"Round Rock","Williamson","Texas","LI","Light Industrial","Industrial",NULL,False,False,False,True,False
3787,"Bay Lake","Orange","Florida","MU","Mixed Use","Mixed","Mixed Use",True,False,False,True,False
1744,"Beaumont","Jefferson","Texas","RCR-H","Residential Conservation And Revitalization Highest Density District","Mixed","Mixed Use",True,False,False,True,False
2770,"Santa Maria","Santa Barbara","California","PD/R-1-6250","Planned Development Single Family Residential 6250","Planned","Planned",True,False,False,True,False
4046,"Fresno County Unincorporated","Fresno","California","A-1","Agricultural","Agricultural","Agriculture",True,False,False,True,False
411,"South Miami","Miami-Dade","Florida","TODD-PR","Transit Oriented Development District (parks And Recreation)","Mixed","Mixed Use",False,False,False,True,False
3498,"San Joaquin County Unincorporated","San Joaquin","California","R-MH","MEDIUM HIGH DENSITY RESIDENTIAL","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2917,"Bryan","Brazos","Texas","MT-C","Midtown Corridor","Special","Special",True,False,True,True,False
3641,"Pinellas County Unincorporated","Pinellas","Florida","R-E-W","Residential Estate District Overlay","Overlay","Overlay",True,False,True,True,False
3641,"Pinellas County Unincorporated","Pinellas","Florida","AL-W","Aquatic Land District Overlay","Overlay","Overlay",False,False,False,True,False
3935,"Indian River Shores","Indian River","Florida","R2A","Multiple Family Residential","Residential","Multi Family",True,True,True,True,False
1908,"Placer County Unincorporated","Placer","California","RF-B-X 40 AC. MIN. PD = 0.5","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2739,"North Port","Sarasota","Florida","GU","Government Use","Special","Special",False,False,False,True,False
208,"Austin","Travis","Texas","CS-MU-CO-H-NP","General Commercial Services","Commercial","General Commercial",True,False,False,True,False
82,"Rosemead","Los Angeles","California","P-D/FCMU","Planned Development Freeway Corridor Mixed Use","Planned","Planned",True,False,False,True,False
2688,"Aventura","Miami-Dade","Florida","TC3","Town Center Neighborhood District","Commercial","Special Commercial",True,True,True,True,False
1908,"Placer County Unincorporated","Placer","California","RA-B-100-DR-AO","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1653,"Largo","Pinellas","Florida","RS","Residential Suburban","Residential","Single Family",True,True,True,True,False
1500,"Fremont","Alameda","California","P-2001-151","Planned District","Planned","Planned",False,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","RS-AG-B-X-SP 5 AC. MIN. PD = 0.44","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2725,"Auburndale","Polk","Florida","LI","Light Industrial","Industrial","Light Industrial",True,False,False,True,False
264,"Long Beach","Los Angeles","California","SP-2-OSR","Specific Plan Open Space Recreation","Special","Special",NULL,NULL,NULL,NULL,NULL
51,"Glendale","Los Angeles","California","CA","Commercial Auto","Commercial","Special Commercial",True,False,False,True,False
2848,"Odessa","Ector","Texas","PD-8","Planned Development District","Planned","Planned",True,True,True,True,False
2764,"League City","Galveston","Texas","CO","Commercial Office","Commercial","Office",True,False,True,True,False
2719,"Chico","Butte","California","OR","Office Residential","Mixed","Mixed Use",True,True,True,True,False
185,"Orlando","Orange","Florida","R-3B/T/SP/PH","Development Districts","Residential","Multi Family",True,True,True,True,False
185,"Orlando","Orange","Florida","AC-2/T/SP/PH","Activity Center Districts","Mixed","Mixed Use",True,True,True,True,False
2420,"Lago Vista","Travis","Texas","C-1A","COMMERCIAL","Commercial",NULL,NULL,NULL,NULL,True,NULL
189,"Oakland","Alameda","California","CIX-1B","West Oakland Plan Area Commercial Industrial Mix 1B","Mixed","Mixed",True,False,False,True,False
2708,"Redding","Shasta","California","GO","General Office","Commercial","Office",True,False,False,True,False
